outcome,enlist_age,rel_cohort,beta,se,lb,ub
qoe_income_deprivation50,21,-4,.0307113795295709,.0026535632,.025510492,.035912268
qoe_income_deprivation50,21,-3,.0296361477691975,.00055000407,.028558159,.030714136
qoe_income_deprivation50,21,-2,.0228966565928769,.00070317922,.02151845,.024274863
qoe_income_deprivation50,21,-1,0,0,0,0
qoe_income_deprivation50,21,0,.0126638119859338,.0013544983,.010009044,.01531858
qoe_income_deprivation50,21,1,-.0089138323109933,.0025108689,-.013835045,-.0039926199
qoe_income_deprivation50,21,2,.0006873111835241,.0019290164,-.0030934915,.0044681141
qoe_income_deprivation50,21,3,-.0722259523413958,.0042913184,-.080636784,-.063815124
qoe_income_deprivation50,21,4,-.0161918587948966,.0055584908,-.027086301,-.0052974168
qoe_income_deprivation50,21,5,-.0733643614530531,.0039705504,-.081146501,-.065582223
qoe_income_deprivation50,21,6,-.0653158682218273,.0038237777,-.072810337,-.0578214
