outcome,enlist_age,rel_cohort,beta,se,lb,ub
qoe_conditions_deprivation,21,-4,.0143922265689575,.0015031607,.011446086,.017338367
qoe_conditions_deprivation,21,-3,-.0255411558327363,.00034684342,-.026220957,-.024861354
qoe_conditions_deprivation,21,-2,.0028175207821685,.0004169289,.0020003552,.0036346863
qoe_conditions_deprivation,21,-1,0,0,0,0
qoe_conditions_deprivation,21,0,.001608702406554,.0011697544,-.00068397413,.003901379
qoe_conditions_deprivation,21,1,-.0376526148506765,.0017719003,-.041125476,-.034179755
qoe_conditions_deprivation,21,2,-.0250000734979414,.001348179,-.027642455,-.022357691
qoe_conditions_deprivation,21,3,-.0682890296693629,.002795171,-.073767461,-.062810592
qoe_conditions_deprivation,21,4,-.0361619156693017,.0036251559,-.04326709,-.029056741
qoe_conditions_deprivation,21,5,-.0507680813660495,.0019682362,-.054625753,-.046910409
qoe_conditions_deprivation,21,6,-.037928447521359,.0024453921,-.042721327,-.033135567
